	brand	km_driven	fuel	owner	selling_price
6210	Renault	80000	Petrol	First Owner	260000
6211	Maruti	67000	Petrol	First Owner	450000
6212	Hyundai	120000	Petrol	Second Owner	130000
6213	Maruti	9000	Diesel	First Owner	890000
6214	Volvo	20000	Diesel	First Owner	3800000
6215	Volkswagen	80000	Petrol	Second Owner	225000
6216	Toyota	60000	Diesel	First Owner	3200000
6217	Tata	120000	Diesel	First Owner	210000
6218	Toyota	60000	Diesel	First Owner	3500000
6219	Honda	80000	Diesel	Second Owner	750000
6220	Chevrolet	120000	Diesel	Second Owner	350000
6221	Honda	24857	Petrol	Test Drive Car	2000000
6222	Hyundai	26442	Petrol	First Owner	270000
6223	Maruti	35000	Petrol	First Owner	700000
6224	Maruti	28000	Petrol	Second Owner	130000
6225	Maruti	80000	Diesel	First Owner	650000
6226	Maruti	39000	Petrol	First Owner	55000
6227	Maruti	20000	Petrol	First Owner	475000
6228	Nissan	50000	Diesel	First Owner	325000
6229	Honda	40000	Petrol	First Owner	615000
6230	Hyundai	15000	Petrol	First Owner	390000
6231	Maruti	15000	Petrol	First Owner	650000
6232	Maruti	30000	Petrol	First Owner	440000
6233	Honda	70000	Diesel	First Owner	600000
6234	Chevro|et	80000	Petrol	First Owner	170000
6235	Mahindra	80000	Diesel	First Owner	499000
6236	Hyundai	120000	Diesel	First Owner	525000
6237	Nissan	90000	Diesel	First Owner	580000
6238	Chevrolet	110000	Diesel	Second Owner	420000
6239	Toyota	120000	Diesel	First Owner	1300000
6240	Hyundai	80000	Diesel	First Owner	800000
6241	Maruti	5000	Petrol	First Owner	600000
6242	Honda	50000	Petrol	First Owner	400000
6243	Maruti	65000	Diesel	First Owner	700000
6244	Maruti	35000	Diesel	First Owner	800000
6245	Honda	90000	Diesel	First Owner	600000
6246	Maruti	100000	Diesel	First Owner	580000
6247	Renault	15000	Petrol	First Owner	350000
6248	Ford	147000	Diesel	First Owner	204999
6249	Mahindra	20000	Diesel	First Owner	1350000
6250	Hyundai	120000	Diesel	Second Owner	310000
6251	Toyota	250000	Diesel	Second Owner	700000
6252	Ford	69000	Diesel	Second Owner	459999
6253	Maruti	80000	Diesel	First Owner	860000
6254	Hyundai	97000	LPG	Third Owner	275000
6255	Renault	15000	Petrol	First Owner	390000
6256	Tata	50000	Diesel	First Owner	1525000
6257	Maruti	50800	Petrol	Second Owner	110000
6258	Maruti	10000	Petrol	First Owner	484999
6259	BMW	30000	Diesel	First Owner	5830000
6260	Maruti	60000	Petrol	Second Owner	185000
6261	Hyundai	40142	Diesel	First Owner	665000
6262	Hyundai	9400	Petrol	First Owner	721000
6263	Mahindra	62000	Diesel	First Owner	390000
6264	Tata	90000	Diesel	First Owner	190000
6265	Mahindra	12584	Diesel	First Owner	975000
6266	Datsun	49000	Petrol	First Owner	275000
6267	Maruti	32000	Petrol	First Owner	315000
6268	Hyundai	4300	Petrol	First Owner	685000
6269	Maruti	14548	Petrol	First Owner	595000
6270	Ford	44772	Diesel	Second Owner	900000
6271	Maruti	48500	Diesel	First Owner	950000
6272	Maruti	38000	Petrol	First Owner	275000
6273	Hyundai	28782	Petrol	First Owner	570000
6274	Hyundai	28451	Petrol	First Owner	700000
6275	Maruti	36500	Diesel	First Owner	910000
6276	Maruti	44885	Diesel	First Owner	751000
6277	Hyundai	35000	Petrol	First Owner	225000
6278	Tata	110000	Diesel	Second Owner	135000
6279	Maruti	79000	Diesel	First Owner	825000
6280	Toyota	91000	Diesel	Second Owner	1650000
6281	Maruti	50000	Diesel	First Owner	875000
6282	Maruti	81000	Diesel	Second Owner	650000
6283	Jeep	22000	Petrol	First Owner	1450000
6284	Hyundai	41000	Diesel	First Owner	975000
6285	Maruti	50000	Diesel	First Owner	925000
6286	Maruti	66000	Diesel	First Owner	725000
6287	Maruti	65000	Diesel	First Owner	550000
6288	Hyundai	76000	Diesel	First Owner	550000
6289	Toyota	95000	Diesel	First Owner	750000
6290	Honda	55000	Petrol	Second Owner	475000
6291	Datsun	65000	Petrol	First Owner	325000
6292	Maruti	76000	Diesel	First Owner	725000
6293	Maruti	47000	Petrol	Second Owner	775000
6294	Maruti	70000	Diesel	First Owner	625000
6295	Hyundai	56000	Petrol	Second Owner	195000
6296	Maruti	89000	Diesel	First Owner	470000
6297	Toyota	98000	Diesel	First Owner	1750000
6298	Toyota	90000	Diesel	First Owner	1650000
6299	Hyundai	70000	Diesel	First Owner	1050000
6300	Maruti	57000	Diesel	First Owner	380000
6301	Maruti	70000	Diesel	First Owner	650000
6302	Hyundai	49200	Petrol	First Owner	275000
6303	Honda	125000	Petrol	Second Owner	220000
6304	Hyundai	60000	Petrol	Second Owner	200000
6305	Maruti	120000	Petrol	Second Owner	315000
6306	Maruti	110000	Petrol	Third Owner	90000
6307	Maruti	70000	Petrol	Second Owner	120000
6308	Maruti	168000	Petrol	Second Owner	90000
6309	Mahindra	30000	Diesel	First Owner	1500000
6310	Hyundai	60000	Diesel	First Owner	370000
6311	Maruti	131111	Diesel	First Owner	595000
6312	Mahindra	120000	Diesel	Second Owner	150000
6313	Maruti	58400	Diesel	Second Owner	400000
6314	Maruti	23400	Petrol	Second Owner	310000
6315	Maruti	50000	Petrol	First Owner	385000
6316	Maruti	158107	Petrol	Second Owner	105000
6317	Mahindra	90000	Diesel	First Owner	750000
6318	Hyundai	3010	Petrol	First Owner	521000
6319	Tata	80000	Diesel	First Owner	180000
6320	Ford	155000	Diesel	Second Owner	220000
6321	Maruti	70000	Petrol	Second Owner	40000
6322	Hyundai	4000	Petrol	First Owner	540000
6323	Maruti	35000	Petrol	Second Owner	140000
6324	Maruti	121000	Petrol	First Owner	200000
6325	Ford	110000	Diesel	Second Owner	650000
6326	Ford	170000	Diesel	Second Owner	229999
6327	Maruti	175000	Diesel	Third Owner	305000
6328	Mahindra	30000	Diesel	First Owner	1400000
6329	Ford	163000	Diesel	First Owner	200000
6330	Ford	163000	Diesel	First Owner	200000
6331	Mahindra	77088	Diesel	First Owner	465000
6332	Nissan	110000	Diesel	Third Owner	210000
6333	Mahindra	136511	Diesel	First Owner	570000
6334	Maruti	80000	Petrol	First Owner	570000
6335	Maruti	60000	Petrol	First Owner	650000
6336	Maruti	36000	Petrol	First Owner	620000
6337	Maruti	65000	Petrol	Second Owner	250000
6338	BMW	50000	Diesel	First Owner	1000000
6339	Maruti	60000	LPG	First Owner	300000
6340	Fiat	82500	Diesel	First Owner	300000
6341	Ford	30000	Diesel	Second Owner	810000
6342	Chevrolet	100000	Diesel	Third Owner	270000
6343	Maruti	70000	Diesel	Second Owner	470000
6344	Tata	85000	Diesel	First Owner	400000
6345	Maruti	60000	Petrol	Second Owner	300000
6346	Maruti	20000	Petrol	Third Owner	170000
6347	Renault	80000	Diesel	First Owner	455999
6348	Mahindra	100000	Diesel	Second Owner	121000
6349	Hyundai	75000	Petrol	Second Owner	35000
6350	Maruti	100000	Petrol	First Owner	85000
6351	Maruti	80000	Diesel	Second Owner	650000
6352	Tata	35000	Petrol	First Owner	350000
6353	Chevrolet	139000	Diesel	First Owner	125000
6354	Maruti	90000	Petrol	Second Owner	80000
6355	Maruti	120000	Petrol	First Owner	120000
6356	Honda	100000	Petrol	First Owner	250000
6357	Volkswagen	90000	Diesel	First Owner	225000
6358	Mahindra	105000	Diesel	Second Owner	215000
6359	Hyundai	40000	Diesel	Second Owner	450000
6360	Hyundai	90000	Petrol	First Owner	509999
6361	Maruti	36710	Petrol	Second Owner	245000
6362	Mahindra	50000	Diesel	First Owner	400000
6363	Maruti	28180	Diesel	First Owner	620000
6364	Maruti	44000	Diesel	First Owner	650000
6365	Tata	15000	Diesel	First Owner	1700000
6366	Datsun	4000	Petrol	First Owner	590000
6367	Maruti	30000	Diesel	First Owner	370000
6368	Maruti	15000	Petrol	First Owner	350000
6369	Maruti	20000	Petrol	First Owner	580000
6370	Hyundai	56000	Petrol	First Owner	450000
6371	Hyundai	19000	Petrol	First Owner	600000
6372	Ford	30000	Diesel	First Owner	2400000
6373	Hyundai	70000	Petrol	First Owner	450000
6374	Tata	30000	Diesel	First Owner	150000
6375	Maruti	15000	Petrol	First Owner	400000
6376	Maruti	85000	Petrol	First Owner	185000
6377	Maruti	50000	Petrol	First Owner	625000
6378	Hyundai	20000	Petrol	First Owner	700000
6379	Maruti	25000	Petrol	First Owner	390000
6380	Tata	25000	Petrol	First Owner	625000
6381	Maruti	50000	Petrol	First Owner	400000
6382	Hyundai	150000	Diesel	Fourth & Above Owner	380000
6383	Toyota	90000	Petrol	First Owner	400000
6384	Tata	100000	Petrol	First Owner	620000
6385	Ford	180000	Diesel	Second Owner	190000
6386	Maruti	50000	Petrol	Second Owner	210000
6387	Maruti	80000	Diesel	Third Owner	270000
6388	Maruti	100000	Petrol	Third Owner	45000
6389	Hyundai	93000	Petrol	Second Owner	220000
6390	Mahindra	11500	Diesel	First Owner	550000
6391	Hyundai	120000	Petrol	First Owner	370000
6392	Hyundai	100000	Petrol	Second Owner	95000
6393	Mahindra	50000	Diesel	First Owner	650000
6394	Honda	120000	Petrol	First Owner	550000
6395	Ford	100000	Diesel	Second Owner	225000
6396	Maruti	57000	Petrol	Second Owner	40000
6397	Hyundai	60000	Petrol	First Owner	280000
6398	Ford	44077	Petrol	First Owner	570000
6399	Maruti	90000	Petrol	Second Owner	290000
6400	Hyundai	50000	Diesel	Second Owner	720000
6401	Ford	60000	Diesel	First Owner	800000
6402	Hyundai	20000	Petrol	Third Owner	265000
6403	Maruti	90000	Petrol	Third Owner	135000
6404	Ford	70000	Diesel	Second Owner	350000
6405	Maruti	80000	Petrol	Second Owner	200000
6406	Chevrolet	80000	Diesel	First Owner	490000
6407	Hyundai	72000	Diesel	Second Owner	450000
6408	Mahindra	50000	Diesel	First Owner	950000
6409	Maruti	90000	Petrol	Second Owner	355000
6410	Hyundai	17000	Petrol	First Owner	700000
6411	Mahindra	70000	Diesel	First Owner	459999
6412	Volkswagen	74000	Diesel	Second Owner	350000
6413	Maruti	60000	Petrol	Second Owner	85000
6414	Maruti	15000	Petrol	First Owner	290000
6415	Honda	72000	Diesel	First Owner	1000000
6416	Tata	25000	Petrol	Second Owner	85000
6417	Maruti	114000	Petrol	First Owner	65000
6418	Honda	120000	Petrol	First Owner	75000
6419	Skoda	250000	Diesel	Second Owner	100000
6420	Tata	55768	Diesel	First Owner	170000
6421	Hyundai	40000	Petrol	First Owner	525000
6422	Maruti	70000	Petrol	Second Owner	265000
6423	Tata	50000	Petrol	First Owner	459999
6424	Maruti	20000	Petrol	First Owner	250000
6425	Maruti	70000	Diesel	Second Owner	395000
6426	Hyundai	60000	Petrol	First Owner	375000
6427	Tata	120000	Diesel	First Owner	120000
6428	Maruti	110000	Diesel	Second Owner	290000
6429	Tata	60000	Petrol	First Owner	409999
6430	Chevrolet	30000	Petrol	First Owner	200000
6431	Skoda	35000	Diesel	First Owner	900000
6432	Maruti	50000	Petrol	Third Owner	50000
6433	Renault	100000	Diesel	First Owner	450000
6434	Mahindra	80000	Diesel	Third Owner	650000
6435	Volkswagen	84000	Diesel	Second Owner	300000
6436	Ford	60000	Diesel	First Owner	425000
6437	Maruti	50000	Petrol	Second Owner	55000
6438	Hyundai	60000	Petrol	Second Owner	200000
6439	Mahindra	100000	Diesel	First Owner	975000
6440	Mahindra	70000	Diesel	First Owner	450000
6441	Mahindra	82500	Diesel	Second Owner	600000
6442	Mahindra	76000	Diesel	First Owner	550000
6443	Tata	87000	Diesel	First Owner	180000
6444	Mahindra	120000	Diesel	First Owner	300000
6445	Tata	70000	Petrol	Second Owner	350000
6446	Maruti	90000	Diesel	First Owner	465000
6447	Tata	188000	Diesel	Second Owner	200000
6448	Chevrolet	120000	Diesel	Second Owner	350000
6449	Honda	80000	Petrol	First Owner	650000
6450	Hyundai	123278	Petrol	Second Owner	150000
6451	Honda	100000	Diesel	Second Owner	560000
6452	Hyundai	90000	Diesel	First Owner	625000
6453	Ford	110000	Diesel	First Owner	220000
6454	Ford	110000	Diesel	First Owner	250000
6455	Tata	70000	Diesel	First Owner	575000
6456	Mahindra	65000	Diesel	First Owner	1050000
6457	Jaguar	70000	Diesel	Second Owner	3000000
6458	Tata	90000	Diesel	Third Owner	200000
6459	Maruti	50000	Petrol	First Owner	262000
6460	Hyundai	33000	Petrol	First Owner	299000
6461	Maruti	26500	Petrol	First Owner	250000
6462	Hyundai	60000	Petrol	Fourth & Above Owner	140000
6463	Maruti	70000	Diesel	Third Owner	360000
6464	Datsun	80000	Petrol	First Owner	210000
6465	Hyundai	60000	Diesel	First Owner	600000
6466	Skoda	100000	Diesel	First Owner	210000
6467	Volkswagen	80000	Diesel	Second Owner	300000
6468	Hyundai	35000	Petrol	First Owner	450000
6469	Ford	35000	Diesel	First Owner	3200000
6470	Hyundai	10000	Petrol	First Owner	550000
6471	Tata	80000	Diesel	First Owner	100000
6472	Hyundai	50000	Petrol	Second Owner	185000
6473	Maruti	90000	Petrol	Second Owner	80000
6474	Maruti	80000	Petrol	First Owner	295000
6475	Renault	25000	Petrol	First Owner	360000
6476	Maruti	70000	Petrol	First Owner	210000
6477	Hyundai	80000	Petrol	First Owner	585000
6478	Volkswagen	50000	Diesel	First Owner	560000
6479	Honda	70000	Diesel	First Owner	600000
6480	Datsun	60000	Petrol	First Owner	330000
6481	Hyundai	15000	Petrol	First Owner	990000
6482	Toyota	90000	Diesel	First Owner	300000
6483	Tata	28000	Petrol	First Owner	650000
6484	Hyundai	20000	Petrol	First Owner	695000
6485	Hyundai	60000	Diesel	First Owner	300000
6486	Maruti	22000	Petrol	First Owner	270000
6487	Tata	70000	Diesel	Second Owner	185000
6488	Chevrolet	80000	Diesel	First Owner	200000
6489	Maruti	35000	CNG	First Owner	459999
6490	Tata	60000	Diesel	First Owner	860000
6491	Tata	20000	Petrol	First Owner	400000
6492	Maruti	142000	Diesel	Second Owner	240000
6493	Maruti	72000	Diesel	First Owner	570000
6494	Ford	90000	Diesel	First Owner	850000
6495	Ford	80000	Diesel	Third Owner	155000
6496	Hyundai	125000	Diesel	First Owner	270000
6497	Maruti	33000	Petrol	First Owner	610000
6498	Hyundai	50000	Diesel	First Owner	1000000
6499	Mahindra	120000	Diesel	Second Owner	450000
6500	Hyundai	35000	Diesel	First Owner	500000
6501	Honda	43000	Diesel	First Owner	700000
6502	Maruti	60000	Petrol	First Owner	135000
6503	Mahindra	148000	Diesel	Second Owner	430000
6504	Hyundai	70000	Diesel	Second Owner	625000
6505	Nissan	96000	Petrol	First Owner	280000
6506	Mahindra	70000	Diesel	First Owner	800000
6507	Maruti	70000	Diesel	Second Owner	220000
6508	Maruti	18484	Petrol	First Owner	620000
6509	Tata	70000	Diesel	First Owner	300000
6510	Maruti	25000	Petrol	Second Owner	180000
6511	Volkswagen	120000	Diesel	Third Owner	250000
6512	Maruti	55000	Petrol	First Owner	480000
6513	Ford	10000	Petrol	Second Owner	885000
6514	Mahindra	60000	Diesel	First Owner	550000
6515	Maruti	30000	Diesel	First Owner	800000
6516	Hyundai	65000	Petrol	First Owner	180000
6517	Maruti	27000	Petrol	First Owner	200000
6518	Hyundai	50000	Diesel	Second Owner	380000
6519	Tata	2560	Petrol	First Owner	520000
6520	Maruti	60000	Petrol	First Owner	90000
6521	Maruti	80000	Petrol	Second Owner	330000
6522	Maruti	50000	Petrol	Second Owner	40000
6523	Chevrolet	120000	Diesel	First Owner	370000
6524	Honda	120000	Petrol	Second Owner	290000
6525	Hyundai	47000	Petrol	Second Owner	215000
6526	Tata	45000	Diesel	First Owner	1282000
6527	Toyota	90000	Diesel	First Owner	610000
6528	Hyundai	110000	Diesel	Second Owner	380000
6529	Mahindra	95000	Diesel	First Owner	1250000
6530	Hyundai	103655	Diesel	Second Owner	400000
6531	Hyundai	25000	Petrol	Second Owner	700000
6532	Renault	80000	Diesel	First Owner	650000
6533	Tata	50000	Petrol	Second Owner	95000
6534	Mahindra	56975	Diesel	First Owner	1147000
6535	Hyundai	110000	Petrol	First Owner	150000
6536	Maruti	80000	Petrol	Third Owner	120000
6537	Hyundai	74770	CNG	Third Owner	130000
6538	Ford	187000	Diesel	Second Owner	180000
6539	Ford	69000	Diesel	First Owner	325000
6540	Ford	206000	Diesel	First Owner	550000
6541	Ford	27000	Diesel	First Owner	950000
6542	Ford	132000	Diesel	Second Owner	500000
6543	Ford	75000	Diesel	First Owner	725000
6544	Ford	18000	Petrol	Second Owner	500000
6545	Mahindra	218000	Diesel	First Owner	180000
6546	Hyundai	10000	Diesel	First Owner	650000
6547	Maruti	80000	Diesel	First Owner	285000
6548	Mahindra	215000	Diesel	First Owner	210000
6549	Ford	137000	Diesel	First Owner	200000
6550	Volkswagen	65000	Diesel	Second Owner	295000
6551	Honda	120000	Petrol	Third Owner	160000
6552	Maruti	10000	Petrol	First Owner	450000
6553	Datsun	20000	Petrol	First Owner	385000
6554	Ford	93500	Diesel	Second Owner	350000
6555	Jaguar	9000	Diesel	First Owner	2711000
6556	Lexus	20000	Petrol	First Owner	5150000
6557	Jaguar	45000	Diesel	First Owner	3200000
6558	Tata	110000	Diesel	First Owner	503000
6559	Volvo	20000	Diesel	First Owner	3800000
6560	Toyota	68089	Petrol	First Owner	2000000
6561	Maruti	58343	Petrol	First Owner	225000
6562	Maruti	38817	Diesel	First Owner	740000
6563	Honda	56494	Petrol	First Owner	550000
6564	Toyota	79328	Diesel	Second Owner	750000
6565	Maruti	5621	Petrol	First Owner	650000
6566	Toyota	25538	Petrol	First Owner	625000
6567	Maruti	69779	Petrol	First Owner	600000
6568	Hyundai	56290	Diesel	First Owner	450000
6569	BMW	7500	Diesel	First Owner	5400000
6570	BMW	8500	Diesel	First Owner	5500000
6571	Honda	7032	Petrol	First Owner	779000
6572	Skoda	11000	Petrol	First Owner	645000
6573	Volvo	2000	Diesel	First Owner	2475000
6574	Jaguar	9000	Diesel	First Owner	2711000
6575	Lexus	20000	Petrol	First Owner	5150000
6576	Jaguar	45000	Diesel	First Owner	3200000
6577	Tata	110000	Diesel	First Owner	503000
6578	Volvo	20000	Diesel	First Owner	3800000
6579	Toyota	68089	Petrol	First Owner	2000000
6580	Maruti	58343	Petrol	First Owner	225000
6581	Maruti	38817	Diesel	First Owner	740000
6582	Honda	56494	Petrol	First Owner	550000
6583	Toyota	79328	Diesel	Second Owner	750000
6584	Maruti	5621	Petrol	First Owner	650000
6585	Toyota	25538	Petrol	First Owner	625000
6586	Maruti	69779	Petrol	First Owner	600000
6587	Hyundai	56290	Diesel	First Owner	450000
6588	BMW	7500	Diesel	First Owner	5400000
6589	BMW	8500	Diesel	First Owner	5500000
6590	Honda	7032	Petrol	First Owner	779000
6591	Skoda	11000	Petrol	First Owner	645000
6592	Volvo	2000	Diesel	First Owner	2475000
6593	Maruti	70000	Diesel	First Owner	558000
6594	Hyundai	56000	Petrol	Third Owner	165000
6595	Hyundai	80000	Diesel	Second Owner	300000
6596	Hyundai	5000	Petrol	First Owner	500000
6597	Mahindra	100000	Diesel	First Owner	900000
6598	BMW	60000	Diesel	Third Owner	830000
6599	BMW 70000	Diesel	Third Owner	890000
6600	Skoda	65000	Diesel	Second Owner	640000
6601	Mahindra	70000	Diesel	Third Owner	900000
6602	Chevrolet	60000	Diesel	First Owner	450000
6603	Maruti	82000	Diesel	First Owner	825000
6604	Tata	80000	Diesel	Second Owner	500000
6605	Mahindra	5000	Petrol	Second Owner	325000
6606	Renault	133000	Diesel	First Owner	450000
6607	Honda	25000	Petrol	Second Owner	675000
6608	Tata	15000	Petrol	First Owner	415000
6609	Hyundai	40000	Diesel	First Owner	1100000
6610	Volkswagen	35000	Petrol	First Owner	500000
6611	Mahindra	70000	Diesel	Second Owner	509999
6612	Mahindra	152000	Diesel	Fourth & Above Owner	200000
6613	Maruti	100000	Petrol	Second Owner	60000
6614	Hyundai	80000	Diesel	Second Owner	500000
6615	Tata	100000	Diesel	Second Owner	45000
6616	Renault	50000	Petrol	First Owner	270000
6617	Hyundai	40000	Petrol	First Owner	550000
6618	Renault	60000	Petrol	First Owner	235000
6619	Hyundai	40000	Petrol	First Owner	600000
6620	Honda	60000	Diesel	First Owner	525000
6621	Maruti	90000	Diesel	First Owner	325000
6622	Maruti	90000	Diesel	First Owner	420000
6623	Maruti	60000	Petrol	Second Owner	229999
6624	Maruti	80000	Diesel	Fourth & Above Owner	375000
6625	Mahindra	120000	Diesel	First Owner	750000
6626	Tata	40000	Petrol	First Owner	400000
6627	Mahindra	91000	Diesel	First Owner	600000
6628	Hyundai	80000	Petrol	Third Owner	110000
6629	Maruti	73257	Petrol	First Owner	45000
6630	Mahindra	80000	Diesel	First Owner	722000
6631	Tata	15000	Petrol	First Owner	500000
6632	Hyundai	110000	Diesel	Second Owner	250000
6633	Skoda	40000	Diesel	First Owner	950000
6634	Nissan	212000	Diesel	First Owner	375000
6635	Maruti	30000	Diesel	First Owner	780000
6636	Hyundai	30000	Petrol	First Owner	575000
6637	Hyundai	30000	Petrol	Second Owner	563000
6638	Tata	15000	Petrol	First Owner	450000
6639	Toyota	1000	Diesel	First Owner	2300000
6640	Maruti	26320	Petrol	First Owner	80000
6641	Hyundai	135000	Diesel	Second Owner	320000
6642	Honda	100000	Petrol	Third Owner	375000
6643	Maruti	120000	Petrol	First Owner	400000
6644	Mahindra	230000	Diesel	First Owner	600000
6645	Renault	60000	Petrol	Second Owner	315000
6646	BMW	80000	Diesel	Second Owner	1100000
6647	Maruti	190000	Diesel	Second Owner	350000
6648	Maruti	120000	Petrol	First Owner	375000
6649	Toyota	217000	Diesel	Second Owner	1050000
6650	Ford	90000	Diesel	Third Owner	130000
6651	Maruti	29000	Petrol	First Owner	350000
6652	Hyundai	120000	CNG	Fourth & Above Owner	170000
6653	Maruti	120000	Petrol	Third Owner	120000
6654	Mahindra	90000	Diesel	First Owner	819999
6655	Hyundai	30000	Petrol	First Owner	700000
6656	Maruti	30000	Petrol	Second Owner	451999
6657	Hyundai	56000	Petrol	Third Owner	500000
6658	Toyota	90000	Diesel	First Owner	1250000
6659	Mahindra	120000	Diesel	First Owner	500000
6660	Maruti	60000	Diesel	First Owner	490000
6661	Maruti	147000	Diesel	Second Owner	200000
6662	Maruti	35000	Petrol	First Owner	240000
6663	Hyundai	19500	Petrol	First Owner	655000
6664	Hyundai	38426	Petrol	First Owner	620000
6665	Maruti	35000	Petrol	Second Owner	450000
6666	Maruti	35000	Petrol	Second Owner	310000
6667	Maruti	50000	Petrol	Third Owner	150000
6668	Chevrolet	120000	Diesel	First Owner	180000
6669	Tata	120000	Diesel	First Owner	150000
6670	Ford	112000	Diesel	Second Owner	160000
6671	Mahindra	70000	Diesel	Third Owner	600000
6672	Skoda	145000	Diesel	First Owner	380000
6673	Tata	135000	Diesel	First Owner	120000
6674	Toyota	500000	Diesel	Second Owner	350000
6675	Tata	146000	Diesel	First Owner	135000
6676	Hyundai	10000	Petrol	First Owner	610000
6677	Volkswagen	50000	Diesel	First Owner	260000
6678	Hyundai	25000	Petrol	First Owner	500000
6679	Renault	20000	Petrol	First Owner	220000
6680	Honda	70000	Petrol	Second Owner	121000
6681	Tata	50000	Diesel	First Owner	350000
6682	Audi	25000	Diesel	Second Owner	2200000
6683	Hyundai	100000	Diesel	Second Owner	280000
6684	Tata	20000	Petrol	First Owner	919999
6685	Hyundai	155000	Diesel	First Owner	320000
6686	Ford	70000	Diesel	Fourth & Above Owner	140000
6687	Maruti	25000	Diesel	Second Owner	310000
6688	Maruti	120000	Petrol	Second Owner	65000
6689	Chevrolet	90000	Diesel	First Owner	300000
6690	Jaguar	9000	Diesel	First Owner	2711000
6691	Lexus	20000	Petrol	First Owner	5150000
6692	Jaguar	45000	Diesel	First Owner	3200000
6693	Tata	110000	Diesel	First Owner	503000
6694	Volvo	20000	Diesel	First Owner	3800000
6695	Toyota	68089	Petrol	First Owner	2000000
6696	Maruti	58343	Petrol	First Owner	225000
6697	Maruti	38817	Diesel	First Owner	740000
6698	Honda	56494	Petrol	First Owner	550000
6699	Toyota	79328	Diesel	Second Owner	750000
6700	Maruti	5621	Petrol	First Owner	650000
6701	Toyota	25538	Petrol	First Owner	625000
6702	Maruti	69779	Petrol	First Owner	600000
6703	Hyundai	56290	Diesel	First Owner	450000
6704	BMW	7500	Diesel	First Owner	5400000
6705	BMW	8500	Diesel	First Owner	5500000
6706	Honda	7032	Petrol	First Owner	779000
6707	Skoda	11000	Petrol	First Owner	645000
6708	Volvo	2000	Diesel	First Owner	2475000
6709	Mahindra	110000	Diesel	Second Owner	575000
6710	Tata	110000	Diesel	Second Owner	440000
6711	Maruti	100000	Diesel	Second Owner	380000
6712	Tata	116700	Petrol	Fourth & Above Owner	140000
6713	Tata	25000	Diesel	First Owner	475000
6714	Mahindra	200000	Diesel	Third Owner	200000
6715	Maruti	176062	Diesel	First Owner	400000
6716	Toyota	250000	Diesel	Third Owner	425000
6717	Hyundai	70000	Petrol	Second Owner	68000
6718	Honda	82000	Diesel	First Owner	509999
6719	Hyundai	80000	Petrol	First Owner	275000
6720	Chevrolet	40000	Diesel	Second Owner	650000
6721	Jeep	14000	Diesel	First Owner	1850000
6722	Renault	129000	Diesel	First Owner	650000
6723	Fiat	60000	Diesel	Second Owner	360000
6724	Volkswagen	82000	Diesel	First Owner	650000
6725	Land	77500	Diesel	Third Owner	2000000
6726	Chevrolet	50000	Diesel	Second Owner	675000
6727	Maruti	40000	Petrol	Third Owner	50000
6728	Maruti	39500	Petrol	First Owner	445000
6729	Hyundai	40000	Diesel	First Owner	750000
6730	Maruti	56000	Diesel	Second Owner	425000
6731	Peugeot	110000	Diesel	Third Owner	57000
6732	Hyundai	54000	Diesel	First Owner	850000
6733	Maruti	20000	Petrol	Second Owner	400000
6734	Tata	55896	Diesel	Second Owner	200000
6735	Honda	35000	Diesel	First Owner	550000
6736	Honda	97000	Petrol	Second Owner	250000
6737	Maruti	120000	Petrol	Second Owner	206000
6738	Hyundai	50000	Petrol	First Owner	290000
6739	Tata	30400	Petrol	Fourth & Above Owner	45000
6740	Mahindra	15000	Diesel	First Owner	1200000
6741	Nissan	110000	Diesel	Third Owner	220000
6742	Mercedes-Benz	120000	Diesel	Second Owner	515000
6743	Maruti	100000	Petrol	First Owner	170000
6744	Maruti	120000	Diesel	Second Owner	260000
6745	Volkswagen	130000	Diesel	Second Owner	315000
6746	Maruti	76000	Petrol	Second Owner	225000
6747	Volkswagen	110000	Diesel	Third Owner	420000
6748	Mahindra	96000	Diesel	First Owner	525000
6749	Maruti	90000	Diesel	First Owner	670000
6750	Nissan	110000	Diesel	Third Owner	220000
6751	Ford	25000	Diesel	First Owner	250000
6752	Maruti	90000	Diesel	Second Owner	229999
6753	Maruti	164000	Diesel	Second Owner	229999
6754	Honda	120000	Petrol	Second Owner	300000
6755	Maruti	66000	Petrol	Second Owner	165000
6756	Tata	250000	Diesel	First Owner	295000
6757	Hyundai	157000	Diesel	Second Owner	360000
6758	Hyundai	157000	Diesel	Second Owner	380000
6759	Renault	35000	Petrol	First Owner	300000
6760	Mahindra	100000	Diesel	Second Owner	320000
6761	Datsun	70000	Petrol	Second Owner	325000
6762	Tata	30000	Diesel	Second Owner	160000
6763	Mahindra	40000	Diesel	First Owner	630000
6764	Maruti	5000	Petrol	First Owner	600000
6765	Maruti	30000	Petrol	Second Owner	229999
6766	Maruti	70000	Diesel	Second Owner	440000
6767	Chevrolet	60000	Petrol	Second Owner	90000
6768	Maruti	60000	Diesel	First Owner	750000
6769	Honda	80000	Petrol	Second Owner	330000
6770	Maruti	70000	Diesel	Second Owner	715000
6771	Skoda	150000	Diesel	Second Owner	250000
6772	Maruti	150000	Petrol	Second Owner	120000
6773	Ford	25000	Petrol	Third Owner	100000
6774	Skoda	35000	Diesel	Second Owner	850000
6775	Hyundai	48000	Diesel	First Owner	450000
